name,title,faction,tier,unreleased,tags,classes,hp,dmg_per_hit,hits,atk_time_frames,atk_per_s,dps,hit_delay_s,range,range_constant,engage_speed,weight,caster,cast_cooldown_frames,charge_dmg,special_attack,super_action,push_immune,trait,param_1,param_2,param_3,specials
sea_eel,Eel,enemy,0,,melee,,200,12,1,48,1.25,15.0,0.111,10,no,0.3,,,,,,,,,,,,
ent,Ent,enemy,0,,melee,,370,15,1,36,1.667,25.0,0.389,1.5,no,0.3,,,,,,,,,,,,
tentacle_mage_jr,Entrapped Adept,enemy,0,,ranged+tentacle+backline_spawn,,120,16,1,180,0.333,5.33,0.444,100,no,0,,,,,,,yes,,,,,raised_as_skeleton_type=1
explosive_spider,Explosive Spider,enemy,0,,melee,,50,5,1,48,1.25,6.25,0.167,1.5,yes,0.4,,,,,,,,,,,,explosion_damage=80
necro_horseman,Fallen Horseman,enemy,0,,melee,,250,15,1,36,1.667,25.0,0.278,2,no,0.31,,,,2-3,,,,,,,,charge_distance_to_travel_min=50; charge_move_spd_max=1.6; charge_move_spd_min=0.1; charge_radius=80; is_charger=yes
necro_soldier,Fallen Soldier,enemy,0,,melee,,100,25,1,60,1.0,25.0,0.111,1.5,no,0.25,,,,,,,,,,,,
fenec_camel_rider,Fennec Camel Rider,enemy,0,,melee,,270,12,1,36,1.667,20.0,0.222,5,no,0.35,,,,2-3,,,,,,,,charge_distance_to_travel_min=50; charge_move_spd_max=1.6; charge_move_spd_min=0.1; charge_radius=80; is_charger=yes
fenec_dark_knight,Fennec Dark Knight,enemy,0,,melee,,900,29,1,54,1.111,32.22,0.111,1.5,no,0.3,,,,,,,,,,,,
fenec_fencer,Fennec Fencer,enemy,0,,melee,,120,10,1,48,1.25,12.5,0.167,1.5,no,0.3,,,,,,,,,,,,
fenec_javelin_master,Fennec Javelin Master,enemy,0,,ranged,,300,12,1,60,1.0,12.0,0.278,60,no,0.28,,,,,,,,,,,,
fenec_mage,Fennec Mage,enemy,0,,ranged,,120,9,3,66,0.909,8.18,0.278,75,no,0.29,,,,,,,,,,,,
fenec_mutant,Fennec Mutant,enemy,0,,melee,,1100,60,1,54,1.111,66.67,0.222,1.5,no,0.28,500,,,,,,,,,,,
fenec_spearman,Fennec Pikeman,enemy,0,,melee,,250,14,1,54,1.111,15.56,0.222,1.5,no,0.29,,,,,,,,,,,,
fenec_rascal,Fennec Rascal,enemy,0,,melee,,50,4,2,42,1.429,5.71,0.111,1.5,no,0.32,,,,,,,,,,,,
sea_fish_thug,Fish Thug,enemy,0,,melee,,150,7,1,42,1.429,10.0,0.111,1.5,no,0.32,,,,,,,,,,,,
goblin_bandit,Goblin Bandit,enemy,0,,melee,,50,5,1,42,1.429,7.14,0.111,1.5,no,0.3,,,,,,,,,,,,
goblin_bat_rider,Goblin Bat Rider,enemy,0,,melee,,290,12,1,18,3.333,40.0,0.167,1.5,no,0.5,,,,,,,,,,,,
goblin_crossbowman,Goblin Crossbowman,enemy,0,,ranged,,100,4,1,60,1.0,4.0,0.111,70,no,0.3,,,,,,,,,,,,
goblin_builder,Goblin Engineer,enemy,0,,melee,,40,5,1,36,1.667,8.33,0.111,1.5,no,0.3,,,,,,,,,,,,build_work_provided=0.3; is_builder=yes
goblin_mage_fire,Goblin Fire Mage,enemy,0,,,,120,19,1,60,1.0,19.0,0.444,80,no,0.2,,,,,,,,,,,,
goblin_giant,Goblin Giant,enemy,0,,melee,,210,30,1,54,1.111,33.33,0.222,1.5,no,0.2,200,,,,,,,,,,,
goblin_mage_healer,Goblin Healer Mage,enemy,0,,,,120,,,,,,,1.5,no,0.2,,yes,60,,,,,,,,,amount_healed=22
goblin_mage_lightning,Goblin Lightning Mage,enemy,0,,,,150,13,1,120,0.5,6.5,0.222,70,no,0.2,,,,,,,,,,,,times_lightning_chains=2
goblin_lizard,Goblin Lizard,enemy,0,,melee,,195,12,1,36,1.667,20.0,0.167,5,no,0.35,,,,2-3,,,,,,,,charge_distance_to_travel_min=50; charge_move_spd_max=1.6; charge_move_spd_min=0.1; charge_radius=80; is_charger=yes
goblin_pig,Goblin Pig,enemy,0,,melee,,480,10,1,54,1.111,11.11,0.167,1.5,no,0.4,200,,,,,,,,,,,
goblin_shaman,Goblin Shaman,enemy,0,,melee,,120,7,1,36,1.667,11.67,0.111,1.5,no,0.23,,yes,192,,,,,,,,,amount_healed=19
goblin_swordsman,Goblin Swordsman,enemy,0,,melee,,105,8,1,36,1.667,13.33,0.167,1.5,no,0.3,,,,,,,,,,,,
golden_dragon,Golden Dragon,enemy,0,,sub_boss,,1000,30,1,102,0.588,17.65,0.111,1.5,no,0.3,,,,,,,,,,,,burn_damage=4; burn_time=120
slime_green_small,Green Slime,enemy,0,,melee,,100,15,1,36,1.667,25.0,0.222,1.5,no,0.35,,,,,,,,,,,,
slime_green_big,Green Slug,enemy,0,,melee,,950,19,1,36,1.667,31.67,0.333,1.5,no,0.23,,,,,,,,,,,,
sea_hammer_shark,Hammer shark,enemy,0,,melee,,250,20,1,48,1.25,25.0,0.056,1.5,no,0.3,,,,,yes,,,,,,,attacks_for_special_attack_required=3; shot_damage=15; shot_max_push_speed=3
hellclops,Hellclops,enemy,0,,melee,,4000,50,1,84,0.714,35.71,0.333,1.5,no,0.23,400,,,,,,,,,,,
jug,Jug,enemy,0,,melee,,300,19,1,42,1.429,27.14,0.056,1.5,no,0.21,,,,,,,,,,,,
tentacle_hitter_big,Kraken Arm,enemy,0,,melee+tentacle+frontline_spawn,,1400,50,1,336,0.179,8.93,0.238,15,no,0,,,,,,,yes,,,,,attack_push_force=0.8; raised_as_skeleton_type=2
forest_lord_larva,Larva,enemy,0,,melee,,80,15,1,42,1.429,21.43,0.167,1.5,no,0.32,,,,,,,,,,,,
lava_drowner,Lava Drowner,enemy,0,,melee,,1200,40,1,60,1.0,40.0,0.278,1.5,no,0.22,,,,,,,,,,,,
lava_wraith,Lava Wraith,enemy,0,,melee,,800,60,1,60,1.0,60.0,0.208,1.5,no,0.25,,,,,,,,,,,,
living_cactus,Living Cactus,enemy,0,,melee,,180,2.5,4,42,1.429,3.57,0.167,1.5,no,0.28,,,,,,,,,,,,
magma_spawn,Magma Spawn,enemy,0,,melee,,600,30,1,42,1.429,42.86,0.056,1.5,no,0.3,,,,,,,,,,,,
magma_worm_small,Magma worm,enemy,0,,melee,,500,10,1,42,1.429,14.29,0.167,1.5,no,0.3,300,,,1-2,,,,,,,,charge_distance_to_travel_min=50; charge_move_spd_max=1.6; charge_move_spd_min=0.1; charge_radius=80; explosion_damage=50; explosion_radius=20; is_charger=yes
magmafaced,Magmafaced,enemy,0,,melee,,1500,90,1,90,0.667,60.0,0.389,1.5,no,0.2,400,,,,,,,,,,,
maya_bamboo_warrior,Maya Bamboo Warrior,enemy,0,,melee,,10000,200,1,60,1.0,200.0,0.444,1.5,no,0.2,600,,,,,,,,,,,
maya_brawler,Maya Brawler,enemy,0,,melee,,400,40,1,48,1.25,50.0,0.111,1.5,no,0.3,,,,,,,,,,,,
maya_fire_mage,Maya Fire Shaman,enemy,0,,,,200,100,1,90,0.667,66.67,0.278,70,no,0.3,,,,,,,,,,,,
maya_frog_rider,Maya Frog Rider,enemy,0,,melee,,600,30,1,48,1.25,37.5,0.278,2,no,0.33,,,,2-6,,,,,,,,charge_distance_to_travel_min=50; charge_move_spd_max=1.6; charge_move_spd_min=0.1; charge_radius=80; is_charger=yes
maya_healer,Maya Healer Shaman,enemy,0,,,,200,,,,,,,1.5,no,0.2,,yes,60,,,,,,,,,amount_healed=75
maya_pikeman,Maya Pikeman,enemy,0,,melee,,7000,160,1,54,1.111,177.78,0.278,1.5,no,0.26,600,,,,,,,,,,,
maya_reaper,Maya Reaper,enemy,0,,melee,,6000,120,1,48,1.25,150.0,0.333,1.5,no,0.29,600,,,,,,,,,,,
maya_serpent,Maya Serpent,enemy,0,,ranged,,1000,50,1,60,1.0,50.0,0.278,40,no,0.29,,,,,,,,,,,,
maya_swordsman,Maya Swordsman,enemy,0,,melee,,500,40,1,54,1.111,44.44,0.111,1.5,no,0.3,,,,,,,,,,,,
maya_thunder_mage,Maya Thunder Shaman,enemy,0,,,,250,100,1,120,0.5,50.0,0.278,70,no,0.27,,,,,,,,,,,,times_lightning_chains=1
mecha_bat,Mechanical Bat,enemy,0,,melee,,1500,120,1,150,0.4,48.0,0.167,1.5,no,0.3,,,,,,,,,,,,
mecha_mammoth,Mechanical Mammoth,enemy,0,,melee,,3500,65,1,90,0.667,43.33,0.333,1.5,no,0.15,300,,,,,,,,,,,
monkey_king_clone,Monkey King's Clone,enemy,0,,,,1500,25,1,48,1.25,31.25,0.444,1.5,no,0.25,2000,yes,1200,,,,,,,,,cast_wrath_time=300
moonfaced,Moonfaced,enemy,0,,melee,,1200,90,1,90,0.667,60.0,0.389,1.5,no,0.2,200,,,,,,,,,,,
nature_elemental,Nature Elemental,enemy,0,,melee,,800,80,1,90,0.667,53.33,0.333,1.5,no,0.31,500,,,,,,,,,,,
sea_octopus_gunner,Octopus Gunner,enemy,0,,ranged,,2000,10,4,72,0.833,8.33,0.056,40,no,0.3,,,,,,,,,,,,
sea_orca,Orca,enemy,0,,melee,,600,8,2,54,1.111,8.89,0.111,10,no,0.3,,,,,,,,,,,,
jason,Psycho,enemy,0,,melee,,1000,80,1,42,1.429,114.29,0.111,1.5,no,0.15,,,,,,,,,,,,
fenec_roller,Rolling Fennec,enemy,0,,melee,,700,30,1,36,1.667,50.0,0.278,1.5,no,0.3,,,,,,,,,,,,second_form=fenec_roller_roll; time_in_battle_required=720
fenec_roller_roll,Rolling Fennec,enemy,0,,melee,,700,30,1,36,1.667,50.0,0.111,1.5,no,0.3,,,,3-7,,,,,,,,charge_distance_to_travel_min=50; charge_move_spd_max=2; charge_move_spd_min=0.2; charge_radius=120; is_charger=yes; original_form=fenec_roller; time_stayed_in_form=480
sea_fish_rowdy,Rowdy fish,enemy,0,,melee,,100,12,1,42,1.429,17.14,0.056,1.5,no,0.45,,,,,,,,,,,,
sand_golem,Sand Golem,enemy,0,,melee,,3000,12,1,48,1.25,15.0,0.278,1.5,no,0.29,600,,,,,,,,,,,
slime_sand_small,Sand Slime,enemy,0,,melee,,230,20,1,30,2.0,40.0,0.222,1.5,no,0.4,,,,,,,,,,,,
slime_sand_big,Sand Slug,enemy,0,,melee,,1300,23,1,36,1.667,38.33,0.333,1.5,no,0.25,,,,,,,,,,,,
sand_worm,Sand Worm,enemy,0,,melee,,80,4,1,42,1.429,5.71,0.222,1.5,no,0.34,,,,,,,,,,,,
sapphire_dragon,Sapphire dragon,enemy,0,,sub_boss,,3000,60,1,90,0.667,40.0,0.278,1.5,no,0.3,,,,,,,,,,,,attack_freeze_time=120
scarling_bandit,Scarlet Bandit,enemy,0,,melee,,40,6,1,36,1.667,10.0,0.111,1.5,no,0.3,,,,,,,,,,,,
scarling_bones,Scarlet Bones,enemy,0,,melee,,40,5,1,42,1.429,7.14,0.167,1.5,no,0.3,,,,,,,,,,,,
scarling_deathclaw,Scarlet Deathclaw,enemy,0,,melee,,500,15,2,48,1.25,18.75,0.167,1.5,no,0.3,,,,,,,,,,,,
scarling_mage_tentacle,Scarlet Empower mage,enemy,0,,ranged,,60,,,,,,,1.5,no,0.22,,yes,90,,,,,,,,,cast_wrath_duration=180
scarling_fire_shooter,Scarlet Fire shooter,enemy,0,,ranged,,150,15,1,48,1.25,18.75,0.222,100,no,0.22,,,,,,,,,,,,
scarling_gecko_rider,Scarlet Gecko rider,enemy,0,,melee,,250,15,1,36,1.667,25.0,0.167,5,no,0.35,,,,2-3,,,,,,,,charge_distance_to_travel_min=50; charge_move_spd_max=1.6; charge_move_spd_min=0.1; charge_radius=80; is_charger=yes
scarling_mage_lightning,Scarlet lightning mage,enemy,0,,ranged,,120,21,1,66,0.909,19.09,0.167,60,no,0.22,,,,,,,,,,,,
scarling_mortar,Scarlet Mortar,enemy,0,,melee,,80,20,1,192,0.312,6.25,0.5,140,no,0.3,,,,,,,,,,,,
scarling_necromancer,Scarlet Necromancer,enemy,0,,melee,,200,,,,,,,1.5,no,0.3,,yes,480,,,,,,,,,skeletons_life_time=1500; skeletons_spawned=1
scarling_rogue,Scarlet Rogue,enemy,0,,melee,,100,9,1,36,1.667,15.0,0.111,1.5,no,0.3,,yes,720,,,,,,,,,cast_invisibility_time=300; invis_move_spd_buff_multi=1.5
scarling_shieldman,Scarlet Shieldsman,enemy,0,,melee,,300,15,1,48,1.25,18.75,0.111,1.5,no,0.3,,,,,,,,,,,,time_in_battle_required=480
scarling_shieldman_roll,Scarlet Shieldsman,enemy,0,,melee,,300,15,1,48,1.25,18.75,0.111,1.5,no,0.4,,,,2-3,,,,,,,,charge_distance_to_travel_min=50; charge_move_spd_max=1.5; charge_move_spd_min=0.2; charge_radius=100; is_charger=yes; time_stayed_in_form=840
scarling_slinger,Scarlet Slinger,enemy,0,,ranged,,100,6,1,78,0.769,4.62,0.389,50,no,0.3,,,,,,,,,,,,
scarling_toad_rider,Scarlet Toad rider,enemy,0,,melee,,400,40,1,48,1.25,50.0,0.111,5,no,0.3,,,,,,,,,,,,
scarling_mage_toxic,Scarlet toxic mage,enemy,0,,ranged,,220,0,1,120,0.5,0.0,0.389,70,no,0.22,,,,,,,,,,,,poison_damage=1.5; poison_duration=30; puddle_life_time=120
sharpshooter_spike_1,sharpshooter_spike_1,enemy,0,,,,100,,,,,,,1.5,no,0,,,,,,,,,,,,
sharpshooter_spike_2,sharpshooter_spike_2,enemy,0,,,,100,,,,,,,1.5,no,0,,,,,,,,,,,,
tentacle_serpent_sleep,Sleeping Serpent,enemy,0,,tentacle+backline_spawn,,600,,,,,,,1.5,no,0,,yes,0,,,,yes,,,,,burrow_hp_threshold=0.6; raised_as_skeleton_type=1
sludge_golem,Sludge Golem,enemy,0,,melee,,1000,15,1,36,1.667,25.0,0.278,1.5,no,0.19,600,,,,,,,,,,,
bat_small,Small Bat,enemy,0,,melee,,75,9,1,36,1.667,15.0,0.222,1.5,no,0.3,,,,,,,,,,,,
snow_golem,Snow Golem,enemy,0,,melee,,1500,12,1,42,1.429,17.14,0.278,1.5,no,0.24,600,,,,,,,,,,,
magma_worm_body_1,Solvurm (body),enemy,0,,boss,,20000000,,,,,,,1.5,no,0.2,5000,,,,,,,,,,,is_follower=yes
magma_worm_body_2,Solvurm (body),enemy,0,,boss,,20000000,,,,,,,1.5,no,0.2,5000,,,,,,,,,,,is_follower=yes
womb_spawn,Spikehead,enemy,0,,melee,,120,12,1,42,1.429,17.14,0.222,1.5,no,0.45,,,,,,,,,,,,
tentacle_spiky,Spiky Tentacle,enemy,0,,tentacle+frontline_spawn,,300,,,,,,,1.5,no,0,,,,,,,yes,,,,,damage_returned_percentage=0.5; raised_as_skeleton_type=1
tentacle_spore_guard,Spore Guardian,enemy,0,,melee+tentacle,,100,20,1,36,1.667,33.33,0.238,10,no,0,,,,,,,yes,,,,,raised_as_skeleton_type=1
tentacle_spore_tower,Spore Tower,enemy,0,,tentacle+backline_spawn,,400,,,,,,,1.5,no,0,,yes,1320,,,,yes,,,,,guards_to_spawn_amount=3; raised_as_skeleton_type=1; spore_production_debuff_duration=600; spore_production_debuff_multi=-0.33; spores_created_amount=3
sea_stingray,Stingray,enemy,0,,melee,,200,8,1,42,1.429,11.43,0.111,1.5,no,0.3,,,,,,,,,,,,
golem,Stone Golem,enemy,0,,melee,,760,12,1,54,1.111,13.33,0.222,1.5,no,0.2,600,,,,,,,,,,,
sunfaced,Sunfaced,enemy,0,,melee,,1000,50,2,90,0.667,33.33,0.444,1.5,no,0.2,200,,,,,,,,,,,
tentacle_hitter_small,Tendril,enemy,0,,melee+tentacle+frontline_spawn,,120,13,1,60,1.0,13.0,0.222,1.5,no,0,,,,,,,yes,,,,,raised_as_skeleton_type=1
tentacle_hitter,Tentacle,enemy,0,,melee+tentacle+frontline_spawn,,300,25,1,192,0.312,7.81,0.238,15,no,0,,,,,,,yes,,,,,attack_push_force=0.25; raised_as_skeleton_type=1
tentacle_turret,Tentacle turret,enemy,0,,ranged+tentacle+backline_spawn,,120,1,1,480,0.125,0.12,0.333,300,no,0,,,,,,,yes,,,,,raised_as_skeleton_type=1
tiger_dragon,Tiger Dragon,enemy,0,,sub_boss,,4000,50,1,48,1.25,62.5,0.333,1.5,no,0.3,,,,,,,,,,,,
toothy,Toothy,enemy,0,,melee,,1000,30,1,42,1.429,42.86,0.222,1.5,no,0.3,,,,,,,,,,,,
poisonous_crawler,Toxic Crawler,enemy,0,,,,300,1,1,36,1.667,1.67,0.222,1.5,yes,0.28,,,,,,,,,,,,explosion_damage=80; poison_damage=8; poison_duration=150
magma_worm_small_body,unit_title_magma_worm_small_body,enemy,0,,,,20000000,,,,,,,1.5,no,0.3,300,,,,,,,,,,,is_follower=yes
vampire_swordsman,Vampire Swordsman,enemy,0,,melee,,300,27,1,60,1.0,27.0,0.278,1.5,no,0.27,,,,,,,,,,,,
tentacle_poison_bag,Venom Sack,enemy,0,,tentacle+backline_spawn,,900,,,,,,,1.5,no,0,,yes,1800,,,,yes,,,,,guards_to_spawn_amount=2; raised_as_skeleton_type=1; unit_spawned_name=poisonous_crawler; units_to_spawn_amount=1
venomous_dragon,Venomous dragon,enemy,0,,sub_boss,,2000,40,1,96,0.625,25.0,0.389,1.5,no,0.3,,,,,,,,,,,,attack_poison_damage=5; attack_poison_duration=180
poison_snake,Viper Baby,enemy,0,,melee,,70,10,1,42,1.429,14.29,0.133,1.5,no,0.45,,,,,,,,,,,,poison_damage=15; poison_duration=120
walking_artillery,Walking Artillery,enemy,0,,ranged,,50,,,,,,,1.5,yes,0.25,,yes,360,,,,,,,,,cast_attack_damage=1; cast_attack_radius=300
sea_walking_shark,Walking shark,enemy,0,,melee,,400,25,1,48,1.25,31.25,0.167,1.5,no,0.3,,,,,,,,,,,,
goblin_wall_buster,Wall Buster,enemy,0,,,,230,,,,,,,1.5,yes,0.18,,yes,60,,,,,,,,,castle_damage_multi=9; explosion_damage=20
witch_cat,Witch's Cat,enemy,0,,melee,,50,7,1,36,1.667,11.67,0.056,1.5,no,0.5,,,,,,,,,,,,
witch_cauldron,Witch's Cauldron,enemy,0,,,,80,,,,,,,1.5,yes,0,,,,,,,,,,,,explosion_damage=50
frank,Wretch,enemy,0,,melee,,400,30,1,54,1.111,33.33,0.222,1.5,no,0.22,,,,,,,,,,,,
zombie_1,Zombie,enemy,0,,melee+zombie,,50,7,1,36,1.667,11.67,0.111,1.5,no,0.22,,,,,,,,,,,,
zombie_2,Zombie crawler,enemy,0,,melee+zombie,,40,8,1,30,2.0,16.0,0.111,1.5,no,0.18,,,,,,,,,,,,
