name,title,faction,tier,unreleased,tags,classes,hp,dmg_per_hit,hits,atk_time_frames,atk_per_s,dps,hit_delay_s,range,range_constant,engage_speed,weight,caster,cast_cooldown_frames,charge_dmg,special_attack,super_action,push_immune,trait,param_1,param_2,param_3,specials
forest_lord_boss_stage_2_top,Forest Lord,enemy,0,,boss,,30000,300,1,72,0.833,250.0,0.278,100,no,0.15,3000,yes,120,,yes,yes,,,,,,attacks_for_special_attack_required=8; boss_mods=; hp_percent_thresholds=0.5; larvae_amount_per_frame=8; roots_amount=5; roots_damage=40; roots_poison_damage=3; roots_poison_duration=240; roots_push_force=5
masked_boss_stage_1,Goblark,enemy,0,,boss,,30000,200,2,90,0.667,133.33,0.469,1.5,no,0.22,2000,yes,720,,,yes,,,,,,boss_mods=bells_production_debuff+bell_wraiths; frighten_duration=180; hp_percent_thresholds=0.7+0.2; super_action_frighten_duration=120
masked_boss_stage_2,Goblark,enemy,0,,boss,,30000,200,2,90,0.667,133.33,0.469,1.5,no,0.25,2000,yes,720,,,yes,,,,,,boss_mods=; frighten_duration=180; hp_percent_thresholds=0.7+0.2; super_action_frighten_duration=120
masked_boss_stage_3,Goblark,enemy,0,,boss,,30000,200,2,90,0.667,133.33,0.469,1.5,no,0.28,2000,yes,720,,,yes,,,,,,boss_mods=; frighten_duration=180; hp_percent_thresholds=0.7+0.2; super_action_frighten_duration=120
goblin_boss,Goblins' Warlord Gorzog,enemy,0,,boss,,3200,38,1,72,0.833,31.67,0.222,1.5,no,0.25,1000,,,,yes,,,,,,,attacks_for_special_attack_required=3; boss_mods=leshy_in_army+leshy_in_army_bottles; slam_damage=37; slam_max_push_speed=6; whirlwind_damage=50; whirlwind_max_push_speed=5
grave_bearer,Graveyard Golem,enemy,0,,boss,,36000,330,1,72,0.833,275.0,0.389,1.5,no,0.25,2000,,,,yes,yes,,,,,,attacks_for_special_attack_required=3; boss_mods=spirits_in_army+zombies_spawned_on_first_enemy_killed; coffin_units_possible=necro_soldier+necro_horseman; coffins_thrown_amount_per_frame=3; hp_percent_thresholds=0.8+0.55+0.3; special_cross_unit_spawned=necro_soldier; special_cross_units_spawned_per_frame=2; swipe_damage=100; swipe_max_push_speed=6
boar_big,Ignahog,enemy,0,,boss,,3700,42,1,72,0.833,35.0,0.278,1.5,no,0.28,2000,,,,yes,yes,,,,,,attack_push_force=3; attacks_for_special_attack_required=3; boss_mods=boar_junior_steal_resource+boar_junior_ruin_production; combined_boss_additional_units=boar_junior; hp_percent_thresholds=0.7+0.15; special_attack_damage=70; special_attack_push_speed=6; stomp_burn_damage=10; stomp_burn_duration=240; stomp_damage=100; stomp_max_push_speed=4
kraken,Kraken,enemy,0,,boss+tentacle,,75000,0,1,294,0.204,0.0,0.354,140,no,0,,yes,2400,,yes,yes,yes,,,,,attacks_for_special_attack_required=4; boss_mods=kraken_corruption+kraken_embrace; cast_tentacles_spawned=<struct>+<struct>; corrupted_troops_summoned_combos=<nested>+<nested>+<nested>+<nested>+<nested>+<nested>+<nested>+<nested>+<nested>+<nested>; hp_percent_thresholds=0.9+0.75+0.45+0.3+0.1; sa_leave_time=1800; sa_tentacles_summoned=<nested>+<nested>+<nested>+<nested>+<nested>; tentacle_slam_damage=350; tentacle_slam_max_push_speed=7; tentacle_slam_preparation_time=600; x_spawn_specific=596; y_spawn_specific=166
vampire_lord_stage_1,Lord Draven,enemy,0,,boss,,14000,70,2,72,0.833,58.33,0.375,1.5,no,0.35,1000,yes,1200,,yes,yes,,,,,,attack_push_force=2; attacks_for_special_attack_required=5; bats_spawned=15; boss_mods=blood_production+blood_on_ally_death; hp_percent_thresholds=0.66+0.33; invis_move_spd_buff_multi=1.5; invisibility_time=300; weakness_radius_hor=128; weakness_radius_vert=96; weakness_time=300
vampire_lord_stage_2,Lord Draven,enemy,0,,boss,,14000,70,2,72,0.833,58.33,0.278,1.5,no,0.35,1000,yes,1500,,yes,yes,,,,,,attacks_for_special_attack_required=3; bats_spawned=25; boss_mods=; hp_percent_thresholds=0.66+0.33; invis_move_spd_buff_multi=1.5; invisibility_time=600; special_attack_damage=120; special_attack_push_force=6; weakness_radius_hor=128; weakness_radius_vert=96; weakness_time=450
vampire_lord_stage_3,Lord Draven,enemy,0,,boss,,14000,70,2,72,0.833,58.33,0.222,1.5,no,0.35,1000,yes,1200,,yes,yes,,,,,,attacks_for_special_attack_required=2; boss_mods=; hp_percent_thresholds=0.66+0.33; invis_move_spd_buff_multi=1.5; invisibility_time=600; special_attack_damage=50; weakness_radius_hor=128; weakness_radius_vert=96; weakness_time=600
demon_boss,Malathrax,enemy,0,,boss,,26000,330,1,96,0.625,206.25,0.278,1.5,no,0.25,2000,,,,yes,yes,,,,,,attack_push_force=2; attacks_for_special_attack_required=2; boss_mods=seal_spell_slots+move_king_gaze; fire_slam_burn_damage=17; fire_slam_burn_duration=300; fire_slam_damage=200; fire_slam_max_push_speed=3; fireball_damage=29; frighten_duration=180; hp_percent_thresholds=0.7+0.4; swipe_damage=150; swipe_max_push_speed=5
goblin_wife_boss,Margra,enemy,0,,boss,,3400,38,1,72,0.833,31.67,0.389,1.5,no,0.25,1000,,,,yes,,,,,,,attack_push_force=2.5; attacks_for_special_attack_required=3; boss_mods=enemies_move_speed_increase+temporary_production_and_unit_ms_defuff_each_wave; slam_damage=34; slam_max_push_speed=4; slam_strong_damage=50; slam_strong_max_push_speed=7
monkey_king,Monkey King,enemy,0,,boss,,11000,45,1,48,1.25,56.25,0.444,1.5,no,0.25,2000,yes,1200,,,yes,,,,,,boss_clones_spawned_amount=2; boss_mods=banana_economy+monkey_worship; cast_wrath_time=300; hp_percent_thresholds=0.8+0.5+0.2; staff_slam_damage=60; staff_slam_max_push_speed=8
reaper,Mordain,enemy,0,,boss,,18000,200,1,78,0.769,153.85,0.333,1.5,no,0.25,1000,yes,480,,,yes,,,,,,boss_mods=mark_units_for_death+reaper_zombie_on_unit_death; hp_percent_thresholds=0.7+0.5+0.1; zombies_spawned=4; zombies_spawned_super_action=20
octopus_boss,O'Chtulpus,enemy,0,,boss,,6200,30,2,72,0.833,25.0,0.111,50,no,0.2,1000,yes,0,,yes,yes,,,,,,attacks_for_special_attack_required=3; barrage_shot_damage=30; boss_mods=octithe+depthly_concerns; cast_barrage_shot_damage=60; hp_percent_thresholds=0.7+0.4; sa_stomp_damage=150; sa_stomp_max_push_speed=10; stomp_damage=70; stomp_max_push_speed=9
serpent_reaper_boss,Serpent Reaper,enemy,0,,boss,,3250,38,1,150,0.4,15.2,0.389,1.5,no,0.28,600,,,,,,,,,,,attack_push_force=5; boss_mods=
lich_boss,Sir Mortifax,enemy,0,,boss,,3500,27,1,198,0.303,8.18,0.333,1.5,no,0.35,2000,,,,,yes,,,,,,attack_push_force=1; boss_mods=freezing_meteorite+buildings_frosting; castle_damage_multi=3.2; hp_percent_thresholds=0.8+0.55+0.3; stomp_damage=0; stomp_freeze_duration=480; stomp_max_push_speed=4
fire_spider_boss,Skarkh,enemy,0,,boss,,12250,100,1,48,1.25,125.0,0.333,1.5,no,0.25,1000,yes,360,,yes,yes,,,,,,attacks_for_special_attack_required=5; boss_mods=battlefield_spider_web+explosive_spider_on_wave_start; cast_radius=60; head_slam_damage=80; head_slam_push_force=8; hp_percent_thresholds=0.8+0.3; web_burn_damage=10; web_burn_duration=300
goblin_sharpshooter_boss,Smokeeye,enemy,0,,boss,,4000,40,1,78,0.769,30.77,0.333,140,no,0.35,500,yes,1200,,,yes,,,,,,boss_mods=battle_enemies_evasion+wave_start_sniper_shot; has_opening_action=yes; hp_percent_thresholds=0.85+0.65+0.45+0.25; super_action_spikes_created=6; super_action_stun_duration=240; super_action_stun_radius=30; super_action_walk_damage_resistance=-0.85
magma_worm_boss,Solvurm,enemy,0,,boss,,33000,300,1,72,0.833,250.0,0.278,1.5,no,0.2,5000,yes,0,,,yes,,,,,,body_explosion_damage=400; body_explosion_radius=71.8; boss_mods=magmatic_overheat+worm_infection; has_opening_action=yes; hp_percent_thresholds=0.66+0.33; worms_spawn_time=1080
goblin_spitter_boss,The Hungering Maw,enemy,0,,boss,,10000,120,1,72,0.833,100.0,0.278,1.5,no,0.25,1000,,,,yes,yes,,,,,,attack_push_force=2; attacks_for_special_attack_required=6; boss_mods=units_flee+tile_terrain_each_wave; hp_percent_thresholds=0.8+0.55+0.3; slam_damage=100; slam_max_push_speed=5; units_spitted=<nested>+<nested>+<nested>
ogre_boss,Throg,enemy,0,,boss,,2500,12,1,72,0.833,10.0,0.222,1.5,no,0.23,600,,,,yes,,,,,,,attacks_for_special_attack_required=3; boss_mods=; frighten_duration=120; slam_damage=10; slam_max_push_speed=4
boss_witch_1,Unholy Crones,enemy,0,,boss,,3000,50,1,96,0.625,31.25,0.056,3,no,0.33,1000,,,4-7,,,,,,,,boss_mods=flying_aura+acid_rain_after_wave; charge_distance_to_travel_min=50; charge_move_spd_max=1.6; charge_move_spd_min=0.1; charge_radius=80; combined_boss_additional_units=boss_witch_2+boss_witch_3+boss_witch_4; is_charger=yes
boss_witch_2,Unholy Crones,enemy,0,,sub_boss,,2200,10,1,102,0.588,5.88,0.333,1.5,no,0.22,1000,yes,600,,,,,,,,,attack_poison_damage=6; attack_poison_duration=120; boss_mods=; bottle_production_debuff_duration=600; bottle_production_debuff_multi=-0.5
boss_witch_3,Unholy Crones,enemy,0,,sub_boss,,5000,30,1,72,0.833,25.0,0.208,1.5,no,0.27,1000,,,,yes,,,,,,,attacks_for_special_attack_required=3; boss_mods=; special_attack_damage=100; special_attack_push_force=5
boss_witch_4,Unholy Crones,enemy,0,,sub_boss,,2500,50,1,210,0.286,14.29,0.389,1.5,no,0.3,1000,yes,600,,yes,,,,,,,attack_stun_time=90; attacks_for_special_attack_required=3; boss_mods=; cats_summoned_per_action=1; slam_damage=60; slam_max_push_speed=5
three_headed_viper,Venoxia,enemy,0,,boss,,25000,250,1,72,0.833,208.33,0.5,1.5,no,0.25,2000,,,,yes,yes,,,,,,attack_poison_damage=10; attack_poison_duration=180; attacks_for_special_attack_required=6; boss_mods=poison_snakes_on_wave_start+poison_snakes_on_spell_used; hp_percent_thresholds=0.8+0.55+0.3; snakes_spitted_amount=4; tornado_damage_dealt_constant=1; tornado_max_push_speed=3; tornado_move_spd=0.4; tornado_poison_damage=1; tornado_poison_duration=600; tornado_pull_radius=20; tornados_amount=6
sorcerer_boss,Vesper,enemy,0,,boss,,5500,70,1,84,0.714,50.0,0.389,1.5,no,0.25,2000,yes,1620,,yes,yes,,,,,,armageddon_meteor_damage=100; armageddon_meteors_amount=30; attacks_for_special_attack_required=3; blinding_light_stun_duration=150; boss_mods=dark_magic+fog_curse; cast_radius=40; hp_percent_thresholds=0.7+0.4; meteorite_damage=60; puddle_life_time=240; puddle_poison_damage=5; puddle_poison_duration=120; roots_damage=40; roots_poison_damage=4; roots_poison_duration=180; tentacle_spawned_name=tentacle_watcher; units_teleported_amount_max=7
dragon_boss,Volkar,enemy,0,,boss+melee,,12000,200,1,66,0.909,181.82,0.333,1.5,no,0.25,2000,,,,,yes,,,,,,boss_mods=reduced_spell_damage+enemy_phoenix_mark; flame_damage_constant=15; hp_percent_thresholds=0.75+0.3; super_action_prevention_stacks_required=20
